promedio_asistencia,promedio_seguimiento,nota_parcial_1,inicios_sesion_plataforma,uso_tutorias,riesgo_reprobacion
76.9,3.5,3.2,31,0,0
71.6,3.4,1.4,45,0,1
95.8,3.2,2.6,40,1,0
84.6,3.0,3.1,25,0,0
99.2,3.0,4.5,43,1,0
54.1,3.6,3.8,41,0,0
74.5,3.2,2.3,34,0,0
50.7,3.4,4.9,30,0,0
71.6,3.4,3.0,37,1,0
71.3,4.0,4.0,45,0,0
84.4,3.7,2.1,45,0,0
75.7,3.3,1.1,47,0,1
84.4,4.3,1.9,31,0,0
85.6,3.5,1.0,53,0,1
100.0,4.1,4.7,51,1,0
70.3,3.6,3.2,51,0,0
60.9,1.9,2.3,37,0,1
78.7,4.1,3.4,44,0,0
63.0,3.3,3.2,45,0,0
97.2,3.2,3.5,40,1,0
70.8,3.4,4.0,36,1,0
66.5,3.0,2.8,47,0,0
67.9,3.4,2.3,46,0,1
85.8,2.8,3.7,40,1,0
72.6,4.1,3.6,34,0,0
65.4,3.1,3.1,55,0,0
100.0,2.9,4.7,41,1,0
62.2,2.6,2.6,47,0,0
75.5,3.4,2.3,40,0,0
84.8,3.3,3.3,38,0,0
50.5,3.5,2.5,34,1,1
82.2,2.5,3.4,41,0,0
59.2,2.1,2.3,30,0,0
87.3,3.6,2.7,33,1,1
60.6,4.2,4.5,42,1,0
85.4,2.5,2.7,27,0,1
91.6,4.3,2.4,45,0,0
87.9,3.4,3.9,37,0,0
78.8,3.2,2.2,42,0,0
71.5,2.9,2.4,43,0,0
66.4,2.2,3.5,40,1,0
97.1,3.9,3.8,49,0,0
64.5,2.7,4.0,50,0,0
59.4,2.7,2.4,50,0,1
85.0,3.9,3.5,48,0,0
63.1,1.9,2.6,43,1,1
60.7,2.1,2.5,33,1,1
53.3,3.2,4.0,47,0,0
67.8,3.4,2.6,38,0,1
73.8,3.5,3.2,40,0,0
78.6,3.0,3.1,30,0,0
89.3,5.0,2.1,35,0,0
82.9,3.0,3.8,45,0,0
72.1,3.0,3.4,45,0,0
72.0,2.6,1.4,40,0,1
82.7,3.3,3.2,48,0,1
94.1,3.6,2.4,48,0,0
76.9,4.0,3.9,44,0,0
68.0,2.2,1.8,47,1,1
60.1,3.0,2.7,41,0,0
53.3,3.5,3.3,43,1,1
85.0,3.6,3.0,55,0,0
83.7,3.2,3.6,49,0,0
83.7,3.6,1.8,32,0,1
73.1,2.6,4.3,40,0,0
96.1,4.3,3.4,43,1,0
67.7,3.9,4.1,48,0,0
89.3,2.3,3.7,41,0,0
74.4,2.4,3.0,39,0,0
65.9,2.5,2.0,32,0,1
83.9,3.7,2.5,43,0,1
81.1,2.3,4.3,36,0,0
80.4,3.0,4.1,35,0,0
76.2,3.5,2.5,48,1,0
74.4,3.2,1.0,35,0,1
100.0,3.4,2.8,31,0,0
92.8,2.5,2.8,37,0,0
85.8,3.6,2.8,35,1,1
76.7,2.8,3.4,36,1,1
90.1,3.0,3.7,47,0,0
82.8,3.4,3.8,36,0,0
75.4,3.3,3.4,40,0,0
70.4,3.2,1.6,38,0,0
73.8,2.7,2.7,38,0,0
27.4,3.0,4.8,38,0,0
78.2,3.2,3.3,47,1,1
67.7,2.2,3.3,34,0,0
98.9,2.9,3.3,46,0,0
75.3,3.5,3.3,38,0,0
57.2,2.3,1.1,42,1,1
74.3,4.0,2.8,28,0,0
59.3,4.1,3.0,35,0,0
82.1,2.3,4.0,39,0,1
79.4,4.2,3.0,43,0,0
89.4,3.1,1.7,33,0,0
63.1,3.5,3.3,37,0,0
75.5,2.9,2.4,35,0,0
54.5,3.8,2.0,43,0,1
85.5,3.5,2.3,29,0,1
82.8,2.6,3.4,39,0,0
82.4,2.4,4.0,39,0,0
75.0,2.2,3.4,41,0,0
81.2,3.3,3.5,40,1,0
99.1,3.6,3.4,37,1,0
70.7,3.7,3.1,40,1,0
77.1,3.1,3.6,34,0,1
58.7,2.4,1.1,46,0,1
62.0,2.7,3.1,38,0,1
76.5,4.0,2.2,47,0,1
91.6,2.9,3.9,44,0,0
71.2,3.3,2.9,38,0,0
71.5,2.4,3.0,34,0,0
68.9,3.4,1.8,45,0,0
67.0,2.9,3.8,47,1,0
79.4,3.9,3.5,48,0,0
52.5,3.7,3.4,39,0,0
94.2,2.9,2.3,34,0,0
65.0,3.1,2.4,39,1,0
85.8,2.8,3.2,31,1,0
56.0,2.2,2.4,37,0,1
85.0,2.6,3.3,34,0,0
85.1,3.3,1.3,43,1,1
80.8,3.4,2.6,41,0,0
60.1,3.3,4.4,42,1,0
78.7,3.0,3.4,47,0,0
57.3,3.9,3.1,42,0,0
71.2,3.2,4.6,52,1,0
90.4,3.7,1.1,48,0,0
87.0,2.0,2.3,34,0,0
75.2,1.0,2.7,42,0,0
60.4,3.4,3.7,36,1,0
84.7,2.2,3.7,26,0,1
75.3,3.1,2.3,43,0,0
40.2,3.0,3.8,46,0,0
86.7,4.3,2.7,49,1,0
74.6,3.5,4.0,31,0,0
93.0,3.3,2.2,47,0,0
58.6,3.8,2.9,44,0,0
27.3,3.5,2.6,31,1,0
79.2,2.9,3.8,34,1,0
79.4,4.0,2.6,50,0,0
49.6,2.4,3.0,34,1,0
60.3,3.4,3.4,25,0,0
100.0,2.1,3.4,42,0,0
70.4,3.3,3.7,43,1,0
86.0,3.3,3.2,29,0,0
65.2,4.4,2.7,43,0,0
43.6,2.1,2.7,39,1,1
72.4,2.8,3.0,37,0,0
71.0,3.8,3.2,52,0,0
69.0,3.4,2.9,41,1,1
73.3,3.3,3.0,32,0,1
79.0,2.5,1.8,44,0,1
72.7,2.8,3.5,34,0,0
56.0,4.1,3.1,38,0,0
82.3,3.2,3.8,41,0,0
45.8,3.5,3.0,37,0,0
44.2,3.1,1.6,39,0,1
86.1,2.4,2.7,33,1,0
82.6,3.9,2.8,45,0,0
74.1,3.6,3.6,39,0,0
54.1,4.8,1.3,44,1,0
64.4,2.5,3.0,33,1,0
71.1,3.8,3.4,39,0,0
51.1,2.3,2.5,45,0,1
63.9,3.3,3.1,45,0,0
84.8,3.9,2.5,38,0,1
96.4,1.7,2.4,45,0,0
68.7,3.1,2.7,29,0,1
86.3,2.8,2.4,42,0,0
46.3,2.7,3.5,36,1,0
84.9,3.5,2.4,34,1,0
62.9,4.0,2.3,40,0,1
79.6,3.1,4.4,41,0,0
71.3,3.3,3.8,32,1,0
94.8,3.3,1.5,29,1,1
61.9,3.2,2.4,44,1,0
84.4,2.4,3.2,40,0,1
70.8,4.0,3.3,36,0,0
72.6,3.4,1.8,42,1,0
72.2,3.5,3.9,45,0,0
62.3,2.6,3.7,35,1,0
74.8,2.9,3.4,57,0,1
74.1,3.1,4.1,34,1,0
78.6,2.1,3.4,43,0,0
76.3,2.0,3.4,52,0,0
87.0,2.8,4.2,49,0,0
88.9,3.6,3.9,47,1,0
59.2,2.7,2.3,41,0,1
88.0,2.5,3.5,45,0,0
57.2,2.6,2.5,33,0,1
83.8,2.9,3.4,38,1,0
84.3,3.0,3.4,39,0,0
46.3,4.7,1.9,36,0,0
76.4,3.9,2.9,56,0,0
68.0,3.9,3.2,42,0,0
63.6,4.0,2.7,45,0,0
95.3,2.5,3.3,44,0,0
65.2,2.3,3.6,41,1,0
62.9,2.4,3.0,30,0,1
76.1,4.1,3.2,46,0,0
85.3,2.8,4.1,38,1,0
72.9,2.3,3.4,52,1,1
92.5,2.9,3.2,45,1,0
83.0,3.0,2.2,46,0,0
42.3,3.4,3.5,32,0,0
67.1,3.4,3.3,35,0,0
66.6,2.6,4.0,46,0,0
82.2,3.7,3.0,41,0,0
35.6,2.8,1.5,36,1,1
100.0,3.1,1.6,40,0,0
83.0,3.7,3.6,46,0,0
77.2,2.8,2.5,28,0,0
92.7,2.8,3.3,47,0,1
100.0,3.6,3.1,39,0,0
88.1,2.6,2.9,50,0,0
89.2,2.9,2.9,34,0,1
77.0,3.6,2.3,42,0,0
72.9,4.6,3.0,42,1,0
67.9,3.6,2.5,49,0,0
62.6,3.5,2.7,40,1,0
64.7,3.6,2.7,42,0,0
54.7,2.4,2.8,48,1,1
73.9,3.3,3.7,44,0,0
49.7,3.2,2.9,31,1,0
77.9,3.4,3.8,41,0,0
74.5,3.3,4.2,49,0,0
77.2,3.5,3.7,29,0,0
67.2,3.0,3.4,43,0,0
100.0,3.2,3.3,43,0,0
95.4,2.3,3.7,34,1,0
56.3,3.0,3.1,30,0,0
78.5,4.2,3.8,30,0,0
65.9,3.4,3.5,38,0,0
59.8,3.2,2.7,36,0,0
54.9,4.5,3.7,38,0,0
81.5,2.2,3.1,44,0,0
64.8,2.4,2.9,54,1,1
89.5,4.4,2.6,53,0,0
89.9,3.2,3.1,43,1,0
95.6,3.0,3.8,32,0,0
62.2,2.4,3.7,35,1,0
82.1,3.5,3.3,36,0,0
84.5,3.6,3.5,35,1,0
67.9,2.4,4.0,39,0,0
63.4,3.1,2.9,46,0,0
99.1,3.0,2.1,56,0,0
78.4,3.4,4.0,52,0,0
84.5,2.4,2.6,37,0,0
62.7,4.1,2.4,33,0,0
56.7,3.8,1.6,45,0,1
66.5,2.9,3.5,53,1,0
73.1,3.0,1.7,28,1,1
59.0,3.1,2.4,45,0,1
74.9,2.7,3.5,33,0,0
49.7,2.9,3.6,41,0,0
58.2,3.0,2.5,42,1,0
85.1,4.3,2.9,40,1,0
84.1,3.9,2.3,35,1,0
69.1,3.9,2.6,54,1,0
59.7,3.5,3.2,41,1,1
59.6,2.4,2.6,39,1,0
69.4,3.2,2.8,47,0,0
84.7,3.9,1.8,43,1,1
88.9,2.3,3.9,34,1,0
67.6,3.6,3.4,44,0,0
57.7,4.8,3.6,46,0,0
79.0,3.9,4.0,44,0,0
62.6,4.2,2.3,35,1,0
67.2,3.4,2.7,34,0,0
94.9,3.9,1.5,40,0,1
87.4,2.7,5.0,29,1,0
77.4,3.8,2.9,47,0,1
55.9,3.7,3.8,24,1,0
78.2,3.4,2.0,39,1,0
90.9,4.1,3.8,40,1,0
69.4,2.8,4.5,39,0,0
95.3,3.1,3.0,55,1,1
94.4,3.3,2.2,45,0,0
100.0,2.5,2.9,38,0,1
79.6,3.4,1.2,34,0,1
83.8,2.0,3.0,33,0,0
96.2,3.9,3.7,37,1,0
81.7,3.2,3.0,39,0,1
67.5,2.8,2.8,32,1,0
68.3,2.6,3.4,49,0,1
78.6,3.0,3.5,33,0,0
55.6,3.7,1.7,33,0,1
72.9,3.6,3.1,42,0,0
91.4,2.7,4.9,36,1,0
42.1,2.6,1.9,33,1,1
98.0,3.7,2.9,40,0,0
91.8,2.7,4.6,33,1,0
68.1,3.2,3.9,39,0,0
83.2,3.3,2.6,44,0,0
75.0,3.4,3.2,33,0,0
93.4,3.8,3.0,52,0,1
89.7,2.3,2.4,42,1,0
54.0,1.9,2.9,44,0,1
83.8,2.8,2.8,32,0,0
71.9,4.5,3.1,44,0,0
76.2,4.6,2.4,43,0,1
64.1,4.5,2.0,34,0,1
100.0,3.1,3.0,33,0,1
90.6,2.0,4.4,40,1,0
63.9,1.6,3.1,40,0,1
55.0,2.8,2.7,54,0,1
69.2,3.1,3.6,56,0,0
81.5,4.1,2.9,47,0,0
78.6,3.8,4.5,35,1,0
93.8,3.4,3.0,44,0,0
86.8,2.6,3.6,45,0,0
89.5,2.5,2.4,50,0,0
79.9,3.4,3.4,41,1,0
54.2,3.7,3.2,35,1,1
72.1,3.5,3.0,40,0,0
90.9,2.5,2.6,49,0,1
74.2,3.7,2.5,45,0,0
82.5,3.5,3.2,40,1,0
70.2,2.5,3.5,42,0,0
59.6,2.7,2.9,33,0,1
73.1,3.7,3.2,28,0,0
79.6,3.0,3.0,43,0,0
65.2,4.3,3.1,37,0,0
71.5,3.6,2.8,41,0,0
60.9,2.9,3.0,43,0,0
91.8,3.2,5.0,42,0,0
70.6,3.2,3.2,40,0,0
96.8,2.7,3.5,50,0,0
97.9,2.6,3.4,41,0,0
73.8,3.7,2.8,30,1,1
59.9,3.8,4.0,42,0,0
43.7,3.6,2.8,43,0,0
52.9,4.3,3.8,38,1,0
54.4,2.8,2.7,43,0,0
95.7,4.4,2.2,46,0,0
76.7,2.6,3.3,47,0,0
80.8,2.5,2.1,42,0,0
41.7,2.0,3.4,50,0,0
57.0,2.9,2.0,34,0,0
88.3,2.8,2.7,32,1,1
79.3,3.6,1.9,42,1,1
72.8,3.4,5.0,41,0,0
83.5,2.4,1.7,44,1,0
99.5,2.9,3.0,42,0,0
71.7,2.9,3.9,40,0,0
76.0,2.0,3.8,45,0,0
77.9,2.5,3.7,44,0,0
100.0,2.7,2.7,38,0,0
43.5,4.2,4.1,59,0,0
85.2,3.3,3.7,37,0,0
73.3,3.7,3.2,36,1,1
83.5,2.2,3.2,47,0,0
65.1,4.0,2.8,43,0,0
74.3,4.1,2.3,46,0,0
85.7,1.8,4.0,30,0,0
100.0,2.7,4.0,36,1,0
87.1,3.5,2.3,40,1,1
62.3,3.7,2.9,41,1,0
